DrugID	Drug_Name	InChI	Canonical_SMILES
DR00322	Baricitinib	InChI=1S/C16H17N7O2S/c1-2-26(24,25)22-9-16(10-22,4-5-17)23-8-12(7-21-23)14-13-3-6-18-15(13)20-11-19-14/h3,6-8,11H,2,4,9-10H2,1H3,(H,18,19,20)	CCS(=O)(=O)N1CC(C1)(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
DR00325	Acyclovir	InChI=1S/C8H11N5O3/c9-8-11-6-5(7(15)12-8)10-3-13(6)4-16-2-1-14/h3,14H,1-2,4H2,(H3,9,11,12,15)	C1=NC2=C(N1COCCO)N=C(NC2=O)N
DR00326	Sarcosine	InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)	CNCC(=O)O
DR00327	Benzbromarone	InChI=1S/C17H12Br2O3/c1-2-13-15(10-5-3-4-6-14(10)22-13)16(20)9-7-11(18)17(21)12(19)8-9/h3-8,21H,2H2,1H3	CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br
DR00328	Quinolones	InChI=1S/C22H27FN2O4/c23-17-8-5-15(6-9-17)4-3-11-24-20(22(29)25-12-1-2-13-25)21(28)16-7-10-18(26)19(27)14-16/h5-10,14,20-21,24,26-28H,1-4,11-13H2/t20-,21+/m0/s1	C1CCN(C1)C(=O)C(C(C2=CC(=C(C=C2)O)O)O)NCCCC3=CC=C(C=C3)<br />F
DR00329	Glipizide	InChI=1S/C21H27N5O4S/c1-15-13-24-19(14-23-15)20(27)22-12-11-16-7-9-18(10-8-16)31(29,30)26-21(28)25-17-5-3-2-4-6-17/h7-10,13-14,17H,2-6,11-12H2,1H3,(H,22,27)(H2,25,26,28)	CC1=NC=C(N=C1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
DR00330	Cephalexin	InChI=1S/C16H17N3O4S/c1-8-7-24-15-11(14(21)19(15)12(8)16(22)23)18-13(20)10(17)9-5-3-2-4-6-9/h2-6,10-11,15H,7,17H2,1H3,(H,18,20)(H,22,23)/t10-,11-,15-/m1/s1	CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O
DR00331	Sumatriptan	InChI=1S/C14H21N3O2S/c1-15-20(18,19)10-11-4-5-14-13(8-11)12(9-16-14)6-7-17(2)3/h4-5,8-9,15-16H,6-7,10H2,1-3H3	CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
DR00332	Ritonavir	InChI=1S/C37H48N6O5S2/c1-24(2)33(42-36(46)43(5)20-29-22-49-35(40-29)25(3)4)34(45)39-28(16-26-12-8-6-9-13-26)18-32(44)31(17-27-14-10-7-11-15-27)41-37(47)48-21-30-19-38-23-50-30/h6-15,19,22-25,28,31-33,44H,16-18,20-21H2,1-5H3,(H,39,45)(H,41,47)(H,42,46)/t28-,31-,32-,33-/m0/s1	CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2<br />)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
DR00333	Phenylacetic acid	InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)	C1=CC=C(C=C1)CC(=O)O
DR00334	Valinomycin	InChI=1S/C54H90N6O18/c1-22(2)34-49(67)73-31(19)43(61)55-38(26(9)10)53(71)77-41(29(15)16)47(65)59-36(24(5)6)51(69)75-33(21)45(63)57-39(27(11)12)54(72)78-42(30(17)18)48(66)60-35(23(3)4)50(68)74-32(20)44(62)56-37(25(7)8)52(70)76-40(28(13)14)46(64)58-34/h22-42H,1-21H3,(H,55,61)(H,56,62)(H,57,63)(H,58,64)(H,59,65)(H,60,66)/t31-,32-,33-,34+,35+,36+,37-,38-,39-,40+,41+,42+/m0/s1	CC1C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)O1)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C
DR00335	Thiamine pyrophosphate	InChI=1S/C12H18N4O7P2S.ClH/c1-8-11(3-4-22-25(20,21)23-24(17,18)19)26-7-16(8)6-10-5-14-9(2)15-12(10)13;/h5,7H,3-4,6H2,1-2H3,(H4-,13,14,15,17,18,19,20,21);1H	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O.[Cl-]
DR00336	Hematoporphyrin	InChI=1S/C34H38N4O6/c1-15-21(7-9-31(41)42)27-14-28-22(8-10-32(43)44)16(2)24(36-28)12-29-34(20(6)40)18(4)26(38-29)13-30-33(19(5)39)17(3)25(37-30)11-23(15)35-27/h11-14,19-20,37-40H,7-10H2,1-6H3,(H,41,42)(H,43,44)	CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C(C)O)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C(C)O
DR00337	N-methylpyridinium	InChI=1S/C6H8N/c1-7-5-3-2-4-6-7/h2-6H,1H3/q+1	C[N+]1=CC=CC=C1
DR00338	Manganese	InChI=1S/Mn	[Mn]
DR00339	Calcium phosphate	InChI=1S/3Ca.2H3O4P/c;;;2*1-5(2,3)4/h;;;2*(H3,1,2,3,4)/q3*+2;;/p-6	[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Ca+2].[Ca+2].[Ca+2]
DR00341	Tomatine	InChI=1S/C50H83NO21/c1-20-7-12-50(51-15-20)21(2)32-28(72-50)14-26-24-6-5-22-13-23(8-10-48(22,3)25(24)9-11-49(26,32)4)65-45-40(63)37(60)41(31(18-54)68-45)69-47-43(71-46-39(62)36(59)34(57)29(16-52)66-46)42(35(58)30(17-53)67-47)70-44-38(61)33(56)27(55)19-64-44/h20-47,51-63H,5-19H2,1-4H3/t20-,21-,22-,23-,24+,25-,26-,27+,28-,29+,30+,31+,32-,33-,34+,35+,36-,37+,38+,39+,40+,41-,42-,43+,44-,45+,46-,47-,48-,49-,50-/m0/s1	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)C)C)C)NC1
DR00342	Paclitaxel	InChI=1S/C47H51NO14/c1-25-31(60-43(56)36(52)35(28-16-10-7-11-17-28)48-41(54)29-18-12-8-13-19-29)23-47(57)40(61-42(55)30-20-14-9-15-21-30)38-45(6,32(51)22-33-46(38,24-58-33)62-27(3)50)39(53)37(59-26(2)49)34(25)44(47,4)5/h7-21,31-33,35-38,40,51-52,57H,22-24H2,1-6H3,(H,48,54)/t31-,32-,33+,35-,36+,37+,38-,40-,45+,46-,47+/m0/s1	CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
DR00343	6-Carboxyfluorescein	InChI=1S/C21H12O7/c22-11-2-5-14-17(8-11)27-18-9-12(23)3-6-15(18)21(14)16-7-10(19(24)25)1-4-13(16)20(26)28-21/h1-9,22-23H,(H,24,25)	C1=CC2=C(C=C1C(=O)O)C3(C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O)OC2=O
DR00344	Fluo-3	InChI=1S/C36H30Cl2N2O13/c1-18-2-4-24(39(14-32(43)44)15-33(45)46)30(8-18)51-6-7-52-31-9-19(3-5-25(31)40(16-34(47)48)17-35(49)50)36-20-10-22(37)26(41)12-28(20)53-29-13-27(42)23(38)11-21(29)36/h2-5,8-13,41H,6-7,14-17H2,1H3,(H,43,44)(H,45,46)(H,47,48)(H,49,50)	CC1=CC(=C(C=C1)N(CC(=O)O)CC(=O)O)OCCOC2=C(C=CC(=C2)C3=C4C=C(C(=O)C=C4OC5=CC(=C(C=C53)Cl)O)Cl)N(CC(=O)O)CC(=O)O
DR00345	Epipodophyllotoxins	InChI=1S/C22H22O8/c1-25-16-4-10(5-17(26-2)21(16)27-3)18-11-6-14-15(30-9-29-14)7-12(11)20(23)13-8-28-22(24)19(13)18/h4-7,13,18-20,23H,8-9H2,1-3H3/t13-,18+,19-,20+/m0/s1	COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O
DR00347	Olmesartan medoxomil	InChI=1S/C29H30N6O6/c1-5-8-23-30-25(29(3,4)38)24(27(36)39-16-22-17(2)40-28(37)41-22)35(23)15-18-11-13-19(14-12-18)20-9-6-7-10-21(20)26-31-33-34-32-26/h6-7,9-14,38H,5,8,15-16H2,1-4H3,(H,31,32,33,34)	CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O<br />CC5=C(OC(=O)O5)C)C(C)(C)O
DR00348	Metildigoxin	InChI=1S/C42H66O14/c1-20-37(49-6)29(43)16-35(51-20)55-39-22(3)53-36(18-31(39)45)56-38-21(2)52-34(17-30(38)44)54-25-9-11-40(4)24(14-25)7-8-27-28(40)15-32(46)41(5)26(10-12-42(27,41)48)23-13-33(47)50-19-23/h13,20-22,24-32,34-39,43-46,48H,7-12,14-19H2,1-6H3/t20-,21-,22-,24-,25+,26-,27-,28+,29+,30+,31+,32-,34+,35+,36+,37-,38-,39-,40+,41+,42+/m1/s1	CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)OC
DR00349	Thiourea	InChI=1S/CH4N2S/c2-1(3)4/h(H4,2,3,4)	C(=S)(N)N
DR00350	D-carnitine	InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m0/s1	C[N+](C)(C)CC(CC(=O)[O-])O
DR00352	Aspartic acid	InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1	C(C(C(=O)O)N)C(=O)O
DR00354	Afatinib	InChI=1S/C24H25ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h3-6,10-12,14,16H,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/b4-3+/t16-/m0/s1	CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
DR00355	Calcium phosphate dihydrate	InChI=1S/3Ca.2H3O4P.2H2O/c;;;2*1-5(2,3)4;;/h;;;2*(H3,1,2,3,4);2*1H2/q3*+2;;;;/p-6	O.O.[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Ca+2].[Ca+2].[Ca+2]
DR00357	Vibegron	InChI=1S/C26H28N4O3/c31-24-14-15-27-23-13-12-22(30(23)24)26(33)29-19-8-6-17(7-9-19)16-20-10-11-21(28-20)25(32)18-4-2-1-3-5-18/h1-9,14-15,20-22,25,28,32H,10-13,16H2,(H,29,33)/t20-,21+,22-,25+/m0/s1	C1CC(NC1CC2=CC=C(C=C2)NC(=O)C3CCC4=NC=CC(=O)N34)C(C5=CC=CC=C5)O
DR00358	Gilteritinib	InChI=1S/C29H44N8O3/c1-4-23-28(31-20-9-17-40-18-10-20)34-29(26(33-23)27(30)38)32-21-5-6-24(25(19-21)39-3)37-11-7-22(8-12-37)36-15-13-35(2)14-16-36/h5-6,19-20,22H,4,7-18H2,1-3H3,(H2,30,38)(H2,31,32,34)	CCC1=NC(=C(N=C1NC2CCOCC2)NC3=CC(=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC)C(=O)N
DR00360	Omadacycline	InChI=1S/C29H40N4O7/c1-28(2,3)12-31-11-14-10-17(32(4)5)15-8-13-9-16-21(33(6)7)24(36)20(27(30)39)26(38)29(16,40)25(37)18(13)23(35)19(15)22(14)34/h10,13,16,21,31,34-35,38,40H,8-9,11-12H2,1-7H3,(H2,30,39)/t13-,16-,21-,29-/m0/s1	CC(C)(C)CNCC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C
DR00362	Ivosidenib	InChI=1S/C28H22ClF3N6O3/c29-21-4-2-1-3-20(21)25(26(40)36-18-11-28(31,32)12-18)37(19-10-17(30)14-34-15-19)27(41)22-5-6-24(39)38(22)23-9-16(13-33)7-8-35-23/h1-4,7-10,14-15,18,22,25H,5-6,11-12H2,(H,36,40)/t22-,25-/m0/s1	C1CC(=O)N(C1C(=O)N(C2=CC(=CN=C2)F)C(C3=CC=CC=C3Cl)C(=O)NC4CC(C4)(F)F)C5=NC=CC(=C5)C#N
DR00363	Baloxavir marboxil	InChI=1S/C27H23F2N3O7S/c1-36-27(35)39-14-38-25-19(33)8-9-31-24(25)26(34)30-10-11-37-12-21(30)32(31)23-15-6-7-18(28)22(29)17(15)13-40-20-5-3-2-4-16(20)23/h2-9,21,23H,10-14H2,1H3/t21-,23+/m1/s1	COC(=O)OCOC1=C2C(=O)N3CCOCC3N(N2C=CC1=O)C4C5=C(CSC6=CC=CC=C46)C(=C(C=C5)F)F
DR00364	Amanitin	InChI=1S/C39H54N10O14S/c1-4-16(2)31-36(60)42-11-29(55)43-25-15-64(63)38-21(20-6-5-18(51)7-22(20)46-38)9-23(33(57)41-12-30(56)47-31)44-37(61)32(17(3)27(53)14-50)48-35(59)26-8-19(52)13-49(26)39(62)24(10-28(40)54)45-34(25)58/h5-7,16-17,19,23-27,31-32,46,50-53H,4,8-15H2,1-3H3,(H2,40,54)(H,41,57)(H,42,60)(H,43,55)(H,44,61)(H,45,58)(H,47,56)(H,48,59)/t16?,17?,19?,23-,24-,25-,26-,27-,31-,32-,64?/m0/s1	CCC(C)C1C(=O)NCC(=O)NC2CS(=O)C3=C(CC(C(=O)NCC(=O)N1)NC(=O)C(NC(=O)C4CC(CN4C(=O)C(NC2=O)CC(=O)N)O)C(C)C(CO)O)C5=C(N3)C=C(C=C5)O
DR00365	Carboxydichlorofluorescein	InChI=1S/C21H10Cl2O7/c22-16-12(25)7-13-15(17(16)23)21(9-4-2-1-3-8(9)20(28)30-21)10-5-6-11(24)14(19(26)27)18(10)29-13/h1-7,24-25H,(H,26,27)	C1=CC=C2C(=C1)C(=O)OC23C4=C(C(=C(C=C4)O)C(=O)O)OC5=CC(=C(C(=C35)Cl)Cl)O
DR00366	Talazoparib	InChI=1S/C19H14F2N6O/c1-27-18(22-8-23-27)15-16(9-2-4-10(20)5-3-9)24-13-7-11(21)6-12-14(13)17(15)25-26-19(12)28/h2-8,15-16,24H,1H3,(H,26,28)/t15-,16-/m1/s1	CN1C(=NC=N1)C2C(NC3=C4C2=NNC(=O)C4=CC(=C3)F)C5=CC=C(C=C5)F
DR00367	Azithromycin	InChI=1S/C38H72N2O12/c1-15-27-38(10,46)31(42)24(6)40(13)19-20(2)17-36(8,45)33(52-35-29(41)26(39(11)12)16-21(3)48-35)22(4)30(23(5)34(44)50-27)51-28-18-37(9,47-14)32(43)25(7)49-28/h20-33,35,41-43,45-46H,15-19H2,1-14H3/t20-,21-,22+,23-,24-,25+,26+,27-,28+,29-,30+,31-,32+,33-,35+,36-,37-,38-/m1/s1	CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
DR00368	Brigatinib	InChI=1S/C29H39ClN7O2P/c1-35-15-17-37(18-16-35)21-11-13-36(14-12-21)22-9-10-24(26(19-22)39-2)33-29-31-20-23(30)28(34-29)32-25-7-5-6-8-27(25)40(3,4)38/h5-10,19-21H,11-18H2,1-4H3,(H2,31,32,33,34)	CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)NC5=CC=CC=C5P(=O)(C)C)Cl)OC
DR00369	Beta-lactam antibiotics	.	.
DR00370	Antiparasitics	.	.
DR00372	Sofosbuvir	InChI=1S/C22H29FN3O9P/c1-13(2)33-19(29)14(3)25-36(31,35-15-8-6-5-7-9-15)32-12-16-18(28)22(4,23)20(34-16)26-11-10-17(27)24-21(26)30/h5-11,13-14,16,18,20,28H,12H2,1-4H3,(H,25,31)(H,24,27,30)/t14-,16+,18+,20+,22+,36-/m0/s1	CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3
DR00374	Amino acids	.	.
DR00375	Peptides	.	.
DR00376	Sodium phosphate dibasic/Sodium phosphate monobasic	InChI=1S/2Na.H3O4P/c;;1-5(2,3)4/h;;(H3,1,2,3,4)/q2*+1;/p-2	[Na+].[Na+].OP(=O)([O-])[O-]
DR00379	Melphalan	InChI=1S/C13H18Cl2N2O2/c14-5-7-17(8-6-15)11-3-1-10(2-4-11)9-12(16)13(18)19/h1-4,12H,5-9,16H2,(H,18,19)/t12-/m0/s1	C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl
DR00382	Montelukast	InChI=1S/C35H36ClNO3S/c1-34(2,40)30-9-4-3-7-25(30)13-17-32(41-23-35(18-19-35)22-33(38)39)27-8-5-6-24(20-27)10-15-29-16-12-26-11-14-28(36)21-31(26)37-29/h3-12,14-16,20-21,32,40H,13,17-19,22-23H2,1-2H3,(H,38,39)/b15-10+/t32-/m1/s1	CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
DR00383	Dolutegravir	InChI=1S/C20H19F2N3O5/c1-10-4-5-30-15-9-24-8-13(17(26)18(27)16(24)20(29)25(10)15)19(28)23-7-11-2-3-12(21)6-14(11)22/h2-3,6,8,10,15,27H,4-5,7,9H2,1H3,(H,23,28)/t10-,15+/m1/s1	CC1CCOC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O
DR00384	Risperidone	InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3	CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
DR00386	Idarubicin	InChI=1S/C26H27NO9/c1-10-21(29)15(27)7-17(35-10)36-16-9-26(34,11(2)28)8-14-18(16)25(33)20-19(24(14)32)22(30)12-5-3-4-6-13(12)23(20)31/h3-6,10,15-17,21,29,32-34H,7-9,27H2,1-2H3/t10-,15-,16-,17-,21+,26-/m0/s1	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
DR00387	Omeprazole	InChI=1S/C17H19N3O3S/c1-10-8-18-15(11(2)16(10)23-4)9-24(21)17-19-13-6-5-12(22-3)7-14(13)20-17/h5-8H,9H2,1-4H3,(H,19,20)	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
DR00389	Methylphenidate	InChI=1S/C14H19NO2/c1-17-14(16)13(11-7-3-2-4-8-11)12-9-5-6-10-15-12/h2-4,7-8,12-13,15H,5-6,9-10H2,1H3	COC(=O)C(C1CCCCN1)C2=CC=CC=C2
DR00390	Fluvoxamine	InChI=1S/C15H21F3N2O2/c1-21-10-3-2-4-14(20-22-11-9-19)12-5-7-13(8-6-12)15(16,17)18/h5-8H,2-4,9-11,19H2,1H3/b20-14+	COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
DR00391	Cerivastatin	InChI=1S/C26H34FNO5/c1-15(2)25-21(11-10-19(29)12-20(30)13-23(31)32)24(17-6-8-18(27)9-7-17)22(14-33-5)26(28-25)16(3)4/h6-11,15-16,19-20,29-30H,12-14H2,1-5H3,(H,31,32)/b11-10+/t19-,20-/m1/s1	CC(C)C1=C(C(=C(C(=N1)C(C)C)C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)COC
DR00393	Atomoxetine	InChI=1S/C17H21NO/c1-14-8-6-7-11-16(14)19-17(12-13-18-2)15-9-4-3-5-10-15/h3-11,17-18H,12-13H2,1-2H3/t17-/m1/s1	CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2
DR00395	Carbamazepine	InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)	C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
DR00396	Nifedipine	InChI=1S/C17H18N2O6/c1-9-13(16(20)24-3)15(14(10(2)18-9)17(21)25-4)11-7-5-6-8-12(11)19(22)23/h5-8,15,18H,1-4H3	CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
DR00397	Vindesine	InChI=1S/C43H55N5O7/c1-6-39(52)21-25-22-42(38(51)55-5,33-27(13-17-47(23-25)24-39)26-11-8-9-12-30(26)45-33)29-19-28-31(20-32(29)54-4)46(3)35-41(28)15-18-48-16-10-14-40(7-2,34(41)48)36(49)43(35,53)37(44)50/h8-12,14,19-20,25,34-36,45,49,52-53H,6-7,13,15-18,21-24H2,1-5H3,(H2,44,50)/t25-,34+,35-,36-,39+,40-,41-,42+,43+/m1/s1	CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5<br />)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)<br />O
DR00399	Valproic Acid	InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)	CCCC(CCC)C(=O)O
DR00401	Talinolol	InChI=1S/C20H33N3O3/c1-20(2,3)21-13-17(24)14-26-18-11-9-16(10-12-18)23-19(25)22-15-7-5-4-6-8-15/h9-12,15,17,21,24H,4-8,13-14H2,1-3H3,(H2,22,23,25)	CC(C)(C)NCC(COC1=CC=C(C=C1)NC(=O)NC2CCCCC2)O
DR00403	Paroxetine	InChI=1S/C19H20FNO3/c20-15-3-1-13(2-4-15)17-7-8-21-10-14(17)11-22-16-5-6-18-19(9-16)24-12-23-18/h1-6,9,14,17,21H,7-8,10-12H2/t14-,17-/m0/s1/i5T	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
DR00404	Valganciclovir	InChI=1S/C14H22N6O5/c1-7(2)9(15)13(23)24-4-8(3-21)25-6-20-5-17-10-11(20)18-14(16)19-12(10)22/h5,7-9,21H,3-4,6,15H2,1-2H3,(H3,16,18,19,22)/t8?,9-/m0/s1	CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N
DR00406	Tacrolimus	InChI=1S/C44H69NO12/c1-10-13-31-19-25(2)18-26(3)20-37(54-8)40-38(55-9)22-28(5)44(52,57-40)41(49)42(50)45-17-12-11-14-32(45)43(51)56-39(29(6)34(47)24-35(31)48)27(4)21-30-15-16-33(46)36(23-30)53-7/h10,19,21,26,28-34,36-40,46-47,52H,1,11-18,20,22-24H2,2-9H3/b25-19+,27-21+/t26-,28+,29+,30-,31+,32-,33+,34-,36+,37-,38-,39+,40+,44+/m0/s1	CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
DR00407	Nateglinide	InChI=1S/C19H27NO3/c1-13(2)15-8-10-16(11-9-15)18(21)20-17(19(22)23)12-14-6-4-3-5-7-14/h3-7,13,15-17H,8-12H2,1-2H3,(H,20,21)(H,22,23)/t15-,16-,17-/m1/s1	CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O
DR00410	Lovastatin	InChI=1S/C24H36O5/c1-5-15(3)24(27)29-21-11-14(2)10-17-7-6-16(4)20(23(17)21)9-8-19-12-18(25)13-22(26)28-19/h6-7,10,14-16,18-21,23,25H,5,8-9,11-13H2,1-4H3/t14-,15-,16-,18+,19+,20-,21-,23-/m0/s1	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
DR00412	Efavirenz	InChI=1S/C14H9ClF3NO2/c15-9-3-4-11-10(7-9)13(14(16,17)18,21-12(20)19-11)6-5-8-1-2-8/h3-4,7-8H,1-2H2,(H,19,20)/t13-/m0/s1	C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F
DR00416	Cytarabine	InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7+,8-/m1/s1	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
DR00420	Nelfinavir	InChI=1S/C32H45N3O4S/c1-21-25(15-10-16-28(21)36)30(38)33-26(20-40-24-13-6-5-7-14-24)29(37)19-35-18-23-12-9-8-11-22(23)17-27(35)31(39)34-32(2,3)4/h5-7,10,13-16,22-23,26-27,29,36-37H,8-9,11-12,17-20H2,1-4H3,(H,33,38)(H,34,39)/t22-,23+,26-,27-,29+/m0/s1	CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O
DR00423	Gefitinib	InChI=1S/C22H24ClFN4O3/c1-29-20-13-19-16(12-21(20)31-8-2-5-28-6-9-30-10-7-28)22(26-14-25-19)27-15-3-4-18(24)17(23)11-15/h3-4,11-14H,2,5-10H2,1H3,(H,25,26,27)	COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
DR00425	Cyclophosphamide	InChI=1S/C7H15Cl2N2O2P/c8-2-5-11(6-3-9)14(12)10-4-1-7-13-14/h1-7H2,(H,10,12)	C1CNP(=O)(OC1)N(CCCl)CCCl
DR00426	Haloperidol	InChI=1S/C21H23ClFNO2/c22-18-7-5-17(6-8-18)21(26)11-14-24(15-12-21)13-1-2-20(25)16-3-9-19(23)10-4-16/h3-10,26H,1-2,11-15H2	C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
DR00428	Prednisolone	InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-16,18,22,24,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1	CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
DR00429	Losartan	InChI=1S/C22H23ClN6O/c1-2-3-8-20-24-21(23)19(14-30)29(20)13-15-9-11-16(12-10-15)17-6-4-5-7-18(17)22-25-27-28-26-22/h4-7,9-12,30H,2-3,8,13-14H2,1H3,(H,25,26,27,28)	CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
